n,id,loan_amnt,installment,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,total_rec_int,application_type,dti_joint,all_util,total_rev_hi_lim
652,10183113,25000.0,594.49,1 year,RENT,55000.0,Verified,Current,credit_card,SC,23.52,1.0,May-1996,6421.76,INDIVIDUAL,,,27800.0
653,45804198,7500.0,235.65,7 years,MORTGAGE,69000.0,Verified,Current,debt_consolidation,IL,21.36,0.0,Sep-2000,410.7,INDIVIDUAL,,,49200.0
654,40922987,20000.0,472.14,10+ years,MORTGAGE,67646.0,Source Verified,Current,credit_card,IN,18.2,0.0,Mar-2001,2295.98,INDIVIDUAL,,,25800.0
655,43925096,10500.0,338.76,10+ years,MORTGAGE,100036.0,Not Verified,Current,credit_card,PA,10.16,3.0,Mar-1979,704.07,INDIVIDUAL,,,14900.0
656,6727915,15000.0,488.53,7 years,MORTGAGE,38000.0,Not Verified,Current,debt_consolidation,FL,3.94,0.0,Oct-2000,2435.54,INDIVIDUAL,,,29100.0
657,50758869,10850.0,248.71,10+ years,MORTGAGE,45000.0,Source Verified,Current,major_purchase,MA,12.45,0.0,May-1996,806.68,INDIVIDUAL,,,13600.0
658,44037204,13375.0,388.67,3 years,RENT,32000.0,Source Verified,Fully Paid,debt_consolidation,CA,24.65,1.0,Jun-2009,63.73,INDIVIDUAL,,,12100.0
659,68366976,10000.0,,5 years,RENT,220000.0,Not Verified,Issued,debt_consolidation,IL,4.76,0.0,Nov-2003,0.0,INDIVIDUAL,,54.3,14000.0
660,61662395,10400.0,238.4,5 years,OWN,140000.0,Not Verified,Current,major_purchase,FL,14.48,2.0,Oct-1983,323.22,INDIVIDUAL,,,37100.0
661,67448015,5600.0,183.93,9 years,MORTGAGE,105000.0,Verified,Issued,credit_card,TX,24.5,0.0,Oct-2004,0.0,INDIVIDUAL,,73.0,26100.0
662,43947212,6000.0,196.41,3 years,RENT,60000.0,Source Verified,Current,home_improvement,OH,11.0,0.0,Jul-2010,443.24,INDIVIDUAL,,,4000.0
663,48514674,15000.0,,n/a,,60000.0,Source Verified,Current,home_improvement,FL,9.38,0.0,Jul-1991,576.55,INDIVIDUAL,,,43000.0
664,43419400,20000.0,416.82,2 years,MORTGAGE,65000.0,Verified,Current,debt_consolidation,NY,18.98,0.0,Aug-2007,1291.38,INDIVIDUAL,,,19800.0
665,52016288,7000.0,223.16,6 years,RENT,35000.0,Source Verified,Current,debt_consolidation,CA,22.63,0.0,Apr-1998,294.17,INDIVIDUAL,,,9200.0
666,39379605,24000.0,740.95,8 years,RENT,100000.0,Source Verified,Fully Paid,credit_card,IL,11.52,0.0,Aug-2003,395.13,INDIVIDUAL,,,32500.0
667,60840114,18000.0,580.73,7 years,OWN,95000.0,Source Verified,Fully Paid,debt_consolidation,NY,11.62,0.0,Jun-2005,149.62,INDIVIDUAL,,,38300.0
668,4547645,12175.0,444.75,< 1 year,RENT,35000.0,Verified,Fully Paid,debt_consolidation,OK,26.74,1.0,Oct-2004,2973.31,INDIVIDUAL,,,17400.0
669,28753158,22800.0,503.38,10+ years,MORTGAGE,62000.0,Verified,Current,debt_consolidation,MA,12.76,0.0,Jun-2000,3025.87,INDIVIDUAL,,,97700.0
670,11676625,20000.0,664.2,10+ years,RENT,93000.0,Verified,Current,credit_card,CA,7.23,0.0,Oct-1992,3335.93,INDIVIDUAL,,,49300.0
671,11624643,30000.0,952.6,5 years,MORTGAGE,132000.0,Verified,Current,debt_consolidation,TX,11.66,0.0,May-1999,3673.69,INDIVIDUAL,,,
672,63427681,14000.0,427.44,10+ years,MORTGAGE,85000.0,Not Verified,Current,debt_consolidation,NV,26.2,0.0,Feb-1983,138.91,INDIVIDUAL,,,118700.0
673,67999777,10400.0,258.42,1 year,RENT,27500.0,Verified,Current,debt_consolidation,CA,34.92,0.0,Jan-2010,0.0,INDIVIDUAL,,87.1,10600.0
674,726018,4500.0,136.48,5 years,RENT,24000.0,Verified,Fully Paid,home_improvement,GA,20.7,0.0,Aug-2000,411.09,INDIVIDUAL,,,
675,29574058,6050.0,206.72,10+ years,OWN,62000.0,Not Verified,Current,credit_card,NJ,26.83,0.0,Feb-1985,825.97,INDIVIDUAL,,,44300.0
676,43966158,35000.0,960.11,10+ years,MORTGAGE,74200.0,Verified,Fully Paid,debt_consolidation,MN,30.46,0.0,Aug-1994,74.79,INDIVIDUAL,,,49200.0
677,24796296,19425.0,579.65,< 1 year,RENT,57157.0,Verified,Current,house,LA,20.43,0.0,Oct-1999,6227.75,INDIVIDUAL,,,66000.0
678,13236860,10000.0,336.9,9 years,RENT,32500.0,Source Verified,Fully Paid,debt_consolidation,NY,10.08,0.0,Dec-2005,1218.64,INDIVIDUAL,,,12200.0
679,58250579,6000.0,197.95,10+ years,RENT,88000.0,Verified,Current,debt_consolidation,MI,30.83,0.0,Jul-1997,214.77,INDIVIDUAL,,,17800.0
680,7276394,25000.0,,9 years,MORTGAGE,120000.0,Verified,Current,debt_consolidation,MD,19.57,0.0,Jun-1996,7573.69,INDIVIDUAL,,,29400.0
681,46417602,18175.0,586.38,< 1 year,RENT,66000.0,Source Verified,Current,credit_card,CO,10.64,1.0,Jun-2001,1097.24,INDIVIDUAL,,,7100.0
682,67645699,5000.0,170.09,7 years,RENT,30000.0,Source Verified,Current,debt_consolidation,SC,17.36,0.0,May-2005,0.0,INDIVIDUAL,,94.8,6500.0
683,5385535,12800.0,425.88,2 years,OWN,70000.0,Verified,Fully Paid,debt_consolidation,TX,15.05,0.0,Dec-1993,2225.26,INDIVIDUAL,,,28100.0
684,44623586,20000.0,,3 years,RENT,50000.0,Source Verified,Fully Paid,debt_consolidation,CA,16.06,0.0,Mar-2006,525.54,INDIVIDUAL,,,40900.0
685,16482547,35000.0,1204.57,10+ years,OWN,130000.0,Verified,Current,debt_consolidation,NJ,27.13,0.0,Sep-1991,6299.28,INDIVIDUAL,,,190600.0
686,60045770,25000.0,846.33,9 years,MORTGAGE,150000.0,Not Verified,Current,debt_consolidation,NC,7.04,0.0,Oct-1998,1054.14,INDIVIDUAL,,,
687,45515393,9000.0,300.18,5 years,MORTGAGE,75000.0,Not Verified,Fully Paid,debt_consolidation,CA,22.01,0.0,Apr-2004,266.83,INDIVIDUAL,,,31100.0
688,44138438,15000.0,354.1,10+ years,RENT,40000.0,Source Verified,Current,debt_consolidation,IL,12.99,0.0,Sep-1994,1546.38,INDIVIDUAL,,,30800.0
689,12566095,29250.0,,9 years,MORTGAGE,130000.0,Source Verified,Charged Off,home_improvement,NY,11.22,2.0,Sep-2001,571.11,INDIVIDUAL,,,14700.0
690,61962808,12000.0,,< 1 year,RENT,95000.0,Source Verified,Current,credit_card,FL,16.98,0.0,Feb-2001,498.1,INDIVIDUAL,,,53400.0
691,39977827,4525.0,144.93,4 years,MORTGAGE,54900.0,Not Verified,Current,home_improvement,NH,18.69,4.0,Jul-2003,342.63,INDIVIDUAL,,,3300.0
692,9954717,3825.0,153.71,n/a,RENT,13200.0,Verified,Current,debt_consolidation,CT,31.64,0.0,Feb-2002,1485.07,INDIVIDUAL,,,10700.0
693,49076605,8000.0,270.83,< 1 year,RENT,40000.0,Not Verified,Current,debt_consolidation,MA,12.98,0.0,Nov-2004,572.9,INDIVIDUAL,,,19100.0
694,4084999,8000.0,269.98,7 years,RENT,28000.0,Not Verified,Current,debt_consolidation,IL,14.96,0.0,Aug-2005,1699.78,INDIVIDUAL,,,33240.0
695,6190529,28000.0,899.68,2 years,MORTGAGE,237000.0,Verified,Current,credit_card,VA,6.31,0.0,Dec-1998,4236.75,INDIVIDUAL,,,108800.0
696,68604589,24000.0,722.76,1 year,RENT,93750.0,Not Verified,Issued,debt_consolidation,NJ,20.57,0.0,Oct-2005,0.0,INDIVIDUAL,,61.7,30500.0
697,11715656,7475.0,259.06,5 years,MORTGAGE,95000.0,Not Verified,Current,debt_consolidation,GA,7.53,0.0,Sep-1999,1573.98,INDIVIDUAL,,,5700.0
698,62580067,15250.0,548.05,1 year,MORTGAGE,72000.0,Not Verified,Current,debt_consolidation,TX,,1.0,Dec-1994,412.05,INDIVIDUAL,,,25200.0
699,51536172,12000.0,361.38,1 year,MORTGAGE,74000.0,Source Verified,Current,debt_consolidation,MN,10.36,0.0,Sep-1999,295.03,INDIVIDUAL,,,9600.0
700,46756976,15000.0,471.3,8 years,MORTGAGE,75000.0,Not Verified,Current,credit_card,IN,22.3,1.0,Sep-2005,739.77,INDIVIDUAL,,,54000.0
701,39239541,20000.0,,9 years,MORTGAGE,87000.0,Source Verified,Current,credit_card,WY,23.08,0.0,Jan-1998,1934.88,INDIVIDUAL,,,42800.0
702,26539171,12000.0,406.36,2 years,OWN,50000.0,Source Verified,Current,credit_card,NJ,20.88,0.0,Jun-2005,1752.12,INDIVIDUAL,,,24700.0
703,55657710,30250.0,1057.69,10+ years,MORTGAGE,230000.0,Source Verified,Current,debt_consolidation,NM,21.28,0.0,Oct-1995,1925.44,INDIVIDUAL,,,51700.0
704,40207792,5600.0,,< 1 year,RENT,20000.0,Source Verified,Current,debt_consolidation,OR,16.42,0.0,Jul-2011,614.85,INDIVIDUAL,,,7500.0
705,3666667,18225.0,436.55,10+ years,MORTGAGE,41000.0,Verified,Current,debt_consolidation,TN,26.96,0.0,Aug-1998,6091.9,INDIVIDUAL,,,26800.0
706,50626092,10925.0,320.6,10+ years,RENT,61152.0,Verified,Fully Paid,debt_consolidation,FL,35.22,0.0,Mar-2002,978.22,INDIVIDUAL,,,18700.0
707,1315603,20000.0,446.11,10+ years,MORTGAGE,84000.0,Verified,Fully Paid,debt_consolidation,TX,19.33,0.0,Aug-1994,4520.15,INDIVIDUAL,,,
708,5767364,15000.0,550.22,2 years,,37000.0,Not Verified,Current,credit_card,IL,9.11,0.0,Dec-1994,4631.97,INDIVIDUAL,,,22800.0
709,12607098,20950.0,603.67,10+ years,RENT,82000.0,Verified,Fully Paid,debt_consolidation,CO,23.8,0.0,Dec-1993,3644.78,INDIVIDUAL,,,9400.0
710,29163847,12000.0,279.1,6 years,MORTGAGE,72000.0,Source Verified,Current,debt_consolidation,PA,17.05,0.0,Dec-1995,1917.69,INDIVIDUAL,,,30000.0
711,60931609,26000.0,782.99,10+ years,OWN,100000.0,Not Verified,Current,credit_card,VT,22.04,0.0,Dec-1992,329.23,INDIVIDUAL,,,45000.0
712,55807848,9775.0,351.29,n/a,RENT,32288.0,Verified,Current,other,MD,21.08,0.0,Dec-2001,665.6,INDIVIDUAL,,,9600.0
713,40981260,8000.0,261.88,10+ years,RENT,55513.0,Not Verified,Current,debt_consolidation,CA,8.02,0.0,Aug-2002,703.39,INDIVIDUAL,,,11600.0
714,18586167,7800.0,275.35,7 years,RENT,30000.0,Not Verified,Fully Paid,debt_consolidation,AZ,21.08,0.0,Dec-2004,1374.93,INDIVIDUAL,,,13500.0
715,8567276,6450.0,232.41,10+ years,RENT,38400.0,Source Verified,Late (31-120 days),debt_consolidation,NC,21.84,0.0,May-2007,1665.83,INDIVIDUAL,,,6200.0
716,54900200,8575.0,299.83,4 years,MORTGAGE,84868.0,Verified,Current,debt_consolidation,MA,13.53,0.0,Oct-2002,617.03,INDIVIDUAL,,,4800.0
717,12526929,12000.0,435.34,10+ years,RENT,52880.0,Not Verified,Fully Paid,debt_consolidation,TX,20.27,0.0,Jun-2001,1305.39,INDIVIDUAL,,,25500.0
718,63742598,35000.0,1182.33,8 years,RENT,82000.0,Verified,Current,debt_consolidation,NY,16.38,0.0,Dec-1999,734.44,INDIVIDUAL,,,37100.0
719,812936,6600.0,214.8,< 1 year,RENT,60000.0,Source Verified,Fully Paid,debt_consolidation,NY,7.42,0.0,Jan-1999,1104.09,INDIVIDUAL,,,
720,4196571,35000.0,1002.01,2 years,MORTGAGE,120000.0,Verified,Late (31-120 days),debt_consolidation,TX,20.73,0.0,Sep-1999,18187.8,INDIVIDUAL,,,59500.0
721,63344315,7500.0,228.99,2 years,MORTGAGE,62500.0,Not Verified,Current,debt_consolidation,SC,10.31,0.0,Mar-2005,74.41,INDIVIDUAL,,,27100.0
722,53796222,13000.0,298.0,10+ years,OWN,52000.0,Not Verified,Current,debt_consolidation,VA,23.31,0.0,Jun-2001,821.23,INDIVIDUAL,,,
723,16191143,3000.0,100.35,3 years,,94000.0,Source Verified,Current,debt_consolidation,WV,9.46,0.0,Oct-1974,462.68,INDIVIDUAL,,,21900.0
724,1001032,3500.0,107.47,3 years,RENT,36000.0,Not Verified,Fully Paid,other,CA,4.21,0.0,Jul-2004,236.95,INDIVIDUAL,,,
725,41020076,10000.0,305.99,6 years,MORTGAGE,90000.0,Not Verified,Current,debt_consolidation,OR,9.92,0.0,Apr-2001,506.98,INDIVIDUAL,,,44500.0
726,32088185,18000.0,434.01,8 years,RENT,50000.0,Verified,Current,debt_consolidation,NY,19.08,2.0,Jun-1996,3013.14,INDIVIDUAL,,,20800.0
727,43419763,34800.0,,9 years,MORTGAGE,245000.0,Verified,Current,debt_consolidation,CA,4.4,0.0,Dec-2001,4891.77,INDIVIDUAL,,,33600.0
728,49177395,3000.0,94.26,10+ years,OWN,87000.0,Not Verified,Current,home_improvement,CT,12.22,1.0,Jan-1974,147.96,INDIVIDUAL,,,10900.0
729,66415674,6000.0,195.42,3 years,RENT,55000.0,Source Verified,Current,debt_consolidation,TX,12.68,0.0,Dec-2009,49.65,INDIVIDUAL,,,8900.0
730,56069862,18400.0,434.37,1 year,RENT,62000.0,Verified,Current,credit_card,WA,25.9,0.0,Dec-2000,1082.27,INDIVIDUAL,,,17700.0
731,8589057,10000.0,327.34,8 years,MORTGAGE,30000.0,Verified,Current,credit_card,CA,,0.0,Mar-2001,1593.32,INDIVIDUAL,,,21700.0
732,11935011,10000.0,327.34,< 1 year,RENT,43000.0,Verified,Current,credit_card,TX,20.85,1.0,Oct-1991,1484.25,INDIVIDUAL,,,44500.0
733,64802423,14000.0,451.68,5 years,RENT,73336.0,Verified,Current,debt_consolidation,AL,19.77,0.0,May-1986,218.65,INDIVIDUAL,,,36600.0
734,58574234,6500.0,212.78,10+ years,MORTGAGE,80000.0,Not Verified,Current,debt_consolidation,FL,14.39,0.0,Aug-2006,221.7,INDIVIDUAL,,,18200.0
735,39532101,35000.0,,10+ years,MORTGAGE,135000.0,Verified,Current,debt_consolidation,NJ,12.9,0.0,Aug-1996,3769.41,INDIVIDUAL,,,72100.0
736,55072806,7000.0,219.94,10+ years,MORTGAGE,155000.0,Not Verified,Current,home_improvement,NV,24.52,0.0,Oct-1997,262.17,INDIVIDUAL,,,139900.0
737,4309969,18000.0,563.23,10+ years,MORTGAGE,80000.0,Source Verified,Current,debt_consolidation,MT,10.49,0.0,Feb-1989,2239.47,INDIVIDUAL,,,27800.0
738,45082313,3500.0,111.58,10+ years,RENT,68500.0,Source Verified,Fully Paid,debt_consolidation,MA,12.25,0.0,Mar-1992,118.98,INDIVIDUAL,,,17600.0
739,603967,12000.0,389.24,2 years,RENT,119000.0,Verified,Fully Paid,debt_consolidation,CA,14.44,0.0,Nov-2000,1000.79,INDIVIDUAL,,,
740,1106902,10000.0,330.76,2 years,RENT,57000.0,Not Verified,Fully Paid,debt_consolidation,TX,11.12,1.0,Nov-2000,1663.68,INDIVIDUAL,,,
741,43336323,22425.0,691.6,10+ years,OWN,45000.0,Verified,Current,credit_card,NY,26.85,0.0,Sep-2001,1136.38,INDIVIDUAL,,,44900.0
742,23573500,7000.0,226.37,8 years,RENT,78000.0,Not Verified,Current,debt_consolidation,CA,3.83,0.0,Jul-2004,822.72,INDIVIDUAL,,,13800.0
743,68584193,17000.0,,8 years,RENT,70000.0,Not Verified,Issued,debt_consolidation,MI,15.55,0.0,Aug-2005,0.0,INDIVIDUAL,,49.6,34200.0
744,14838826,21000.0,754.68,3 years,OWN,123000.0,Verified,Current,debt_consolidation,KY,27.75,0.0,Dec-1999,4623.76,INDIVIDUAL,,,79700.0
745,65342188,15000.0,384.92,4 years,MORTGAGE,53000.0,Verified,Current,other,MD,14.15,1.0,Jul-2003,444.47,INDIVIDUAL,,,2600.0
746,51008115,18000.0,603.81,2 years,RENT,65000.0,Not Verified,Current,debt_consolidation,CO,20.2,0.0,Dec-1998,1153.67,INDIVIDUAL,,,52500.0
747,61551010,20000.0,654.68,8 years,MORTGAGE,65000.0,Not Verified,Current,debt_consolidation,CA,2.82,0.0,Sep-2000,524.3,INDIVIDUAL,,,22900.0
748,60395369,12900.0,457.04,5 years,MORTGAGE,36000.0,Source Verified,Current,credit_card,FL,22.17,0.0,Dec-1986,664.62,INDIVIDUAL,,,14200.0
749,15691179,8000.0,283.6,7 years,RENT,50000.0,Source Verified,Current,debt_consolidation,TX,17.86,0.0,May-2003,1717.56,INDIVIDUAL,,,
750,50427374,6000.0,,5 years,RENT,55000.0,Source Verified,Current,debt_consolidation,CA,,1.0,Dec-1977,391.62,INDIVIDUAL,,,37500.0
751,22321695,10000.0,237.85,10+ years,RENT,72000.0,Source Verified,Current,debt_consolidation,CA,14.87,0.0,Sep-2002,1919.2,INDIVIDUAL,,,19200.0
752,65190623,6175.0,220.13,2 years,,19430.0,Verified,Current,debt_consolidation,IN,13.4,4.0,Aug-2008,161.32,INDIVIDUAL,,,7400.0
753,320994,5000.0,163.77,3 years,MORTGAGE,113000.0,Not Verified,Does not meet the credit policy. Status:Fully Paid,medical,TX,5.0,0.0,Feb-1981,134.53,INDIVIDUAL,,,
754,59099892,30000.0,1006.35,10+ years,MORTGAGE,175000.0,Source Verified,Current,debt_consolidation,CT,17.83,0.0,Apr-2003,1203.82,INDIVIDUAL,,,84600.0
755,59180232,8800.0,313.71,7 years,RENT,20000.0,Source Verified,Current,credit_card,NJ,,0.0,May-2009,473.85,INDIVIDUAL,,,20900.0
756,52979929,14000.0,304.33,8 years,RENT,38000.0,Source Verified,Current,debt_consolidation,CA,12.51,0.0,Aug-2002,736.26,INDIVIDUAL,,,19800.0
757,1201447,25000.0,882.51,4 years,,58000.0,Verified,Charged Off,small_business,CT,14.32,0.0,Dec-2003,2215.1,INDIVIDUAL,,,
758,9836232,1000.0,35.28,n/a,MORTGAGE,76000.0,Verified,Fully Paid,major_purchase,NJ,19.75,1.0,Oct-1981,189.3,INDIVIDUAL,,,18000.0
759,23813523,8600.0,,5 years,RENT,27000.0,Verified,Current,credit_card,NY,23.82,3.0,Apr-2001,1415.71,INDIVIDUAL,,,14600.0
760,6547805,6400.0,,10+ years,MORTGAGE,75000.0,Verified,Current,other,FL,2.66,0.0,Sep-1993,1440.55,INDIVIDUAL,,,7400.0
761,67317517,16375.0,616.85,9 years,OWN,260000.0,Source Verified,Issued,small_business,MO,7.03,0.0,Jan-2004,0.0,INDIVIDUAL,,78.4,13700.0
762,36820168,20000.0,491.59,10+ years,RENT,87000.0,Source Verified,Fully Paid,debt_consolidation,CA,35.64,0.0,Mar-2004,555.26,INDIVIDUAL,,,55500.0
763,66493978,12000.0,425.16,3 years,MORTGAGE,100000.0,Verified,Current,debt_consolidation,ND,19.51,0.0,Sep-2004,0.0,INDIVIDUAL,,,9300.0
764,32279368,18000.0,,3 years,MORTGAGE,110000.0,Not Verified,Current,debt_consolidation,UT,18.64,0.0,Feb-1996,1340.25,INDIVIDUAL,,,31200.0
765,2486043,35000.0,847.42,< 1 year,MORTGAGE,95000.0,Verified,Current,credit_card,NJ,9.63,0.0,Jul-1981,12848.07,INDIVIDUAL,,,39500.0
766,11418320,17600.0,597.52,6 years,RENT,91000.0,Not Verified,Fully Paid,debt_consolidation,CO,15.53,0.0,Jan-1998,1965.75,INDIVIDUAL,,,
767,649221,17500.0,418.91,6 years,RENT,35000.0,Source Verified,Current,debt_consolidation,NY,18.38,0.0,Oct-2001,7603.59,INDIVIDUAL,,,
768,10083590,25000.0,802.82,10+ years,MORTGAGE,150000.0,Verified,Fully Paid,credit_card,NC,13.8,0.0,Sep-1990,3247.13,INDIVIDUAL,,,32200.0
769,18915282,17600.0,581.81,7 years,RENT,40000.0,Source Verified,Current,debt_consolidation,NV,23.73,0.0,Jul-2006,2530.0,INDIVIDUAL,,,21600.0
770,28993714,15000.0,,4 years,MORTGAGE,57000.0,Source Verified,Current,debt_consolidation,MD,13.98,0.0,Oct-2000,3274.68,INDIVIDUAL,,,9400.0
771,14529808,10000.0,327.34,7 years,MORTGAGE,125000.0,Not Verified,Fully Paid,credit_card,CA,18.05,4.0,Dec-1990,1336.13,INDIVIDUAL,,,
772,19176011,10000.0,341.68,5 years,MORTGAGE,75000.0,Not Verified,Current,debt_consolidation,OR,19.74,0.0,Dec-2000,1669.56,INDIVIDUAL,,,39300.0
773,50427421,11200.0,278.29,10+ years,MORTGAGE,89000.0,Source Verified,Charged Off,debt_consolidation,PA,28.83,1.0,May-2005,304.88,INDIVIDUAL,,,31600.0
774,46844983,19300.0,555.11,< 1 year,RENT,45000.0,Source Verified,Current,debt_consolidation,FL,38.37,0.0,Oct-2005,2962.36,INDIVIDUAL,,,10800.0
775,68483695,9000.0,298.89,10+ years,MORTGAGE,89000.0,Verified,Issued,debt_consolidation,MO,23.95,0.0,Feb-2004,0.0,INDIVIDUAL,,89.3,14000.0
776,51025408,12000.0,369.93,9 years,,115000.0,Not Verified,Current,debt_consolidation,CA,14.9,0.0,Aug-1999,378.08,INDIVIDUAL,,,42000.0
777,65795114,14000.0,439.88,2 years,MORTGAGE,55000.0,Not Verified,Current,debt_consolidation,NC,21.1,0.0,May-2005,89.07,INDIVIDUAL,,,26000.0
778,14630566,20000.0,482.23,5 years,MORTGAGE,55000.0,Verified,Current,other,MI,9.14,0.0,Jun-1990,4803.84,INDIVIDUAL,,,18100.0
779,37907265,9600.0,323.42,n/a,MORTGAGE,57672.0,Verified,Current,medical,TX,29.78,0.0,Sep-1996,1070.56,INDIVIDUAL,,,31400.0
780,20368795,5000.0,165.29,10+ years,RENT,115000.0,Source Verified,Current,debt_consolidation,NJ,5.93,0.0,Oct-1999,692.32,INDIVIDUAL,,,14000.0
781,13266536,12050.0,350.16,2 years,MORTGAGE,78000.0,Source Verified,Charged Off,credit_card,AZ,29.43,1.0,Aug-2004,1208.4,INDIVIDUAL,,,25200.0
782,60235275,28000.0,843.22,10+ years,MORTGAGE,60000.0,Not Verified,Current,debt_consolidation,AZ,11.4,0.0,Apr-1988,469.07,INDIVIDUAL,,,
783,40382815,16975.0,,9 years,,37000.0,Source Verified,Current,debt_consolidation,IL,20.86,0.0,Nov-2005,2330.72,INDIVIDUAL,,,38400.0
784,33131327,1500.0,,10+ years,RENT,36000.0,Not Verified,Current,other,NY,27.17,0.0,Dec-1992,196.4,INDIVIDUAL,,,23100.0
785,55441859,6725.0,202.53,2 years,RENT,45000.0,Not Verified,Current,credit_card,MA,17.09,0.0,Aug-2005,139.39,INDIVIDUAL,,,10000.0
786,19516392,18825.0,593.3,n/a,OWN,41950.8,Verified,Current,credit_card,PA,13.99,0.0,Jul-2000,1926.28,INDIVIDUAL,,,30000.0
787,3288042,18825.0,608.85,< 1 year,MORTGAGE,42000.0,Verified,Fully Paid,debt_consolidation,OH,22.66,0.0,Feb-1979,3088.79,INDIVIDUAL,,,
788,8295967,18550.0,554.19,10+ years,RENT,50000.0,Verified,Current,debt_consolidation,NJ,25.65,0.0,Nov-2005,8598.84,INDIVIDUAL,,,
789,4376768,9600.0,336.57,10+ years,RENT,73000.0,Not Verified,Charged Off,debt_consolidation,MA,12.58,0.0,Jul-2001,601.63,INDIVIDUAL,,,
790,61521758,28000.0,879.75,< 1 year,MORTGAGE,60000.0,Not Verified,Current,credit_card,AR,32.32,0.0,Nov-2004,545.76,INDIVIDUAL,,,33300.0
791,35673634,10000.0,306.45,3 years,MORTGAGE,55000.0,Not Verified,Fully Paid,debt_consolidation,TX,9.31,0.0,Dec-1997,260.95,INDIVIDUAL,,,49100.0
792,28642993,24650.0,620.2,10+ years,MORTGAGE,65000.0,Source Verified,Current,debt_consolidation,AZ,11.08,2.0,Sep-1994,4988.7,INDIVIDUAL,,,10300.0
793,65322600,20000.0,407.26,4 years,RENT,91000.0,Not Verified,Current,credit_card,TX,21.43,0.0,Jul-2006,252.64,INDIVIDUAL,,,48500.0
794,55201315,28475.0,652.72,8 years,MORTGAGE,72000.0,Source Verified,Current,debt_consolidation,CA,13.5,0.0,Oct-1990,1659.75,INDIVIDUAL,,,28300.0
795,66121760,30000.0,769.83,10+ years,MORTGAGE,70000.0,Source Verified,Current,debt_consolidation,FL,33.67,0.0,Oct-1999,400.62,INDIVIDUAL,,,40800.0
796,67969872,20000.0,637.58,10+ years,MORTGAGE,125000.0,Not Verified,Issued,debt_consolidation,NY,16.76,1.0,Mar-1987,0.0,INDIVIDUAL,,31.3,94700.0
797,5156746,14125.0,509.03,10+ years,MORTGAGE,58000.0,Verified,Fully Paid,debt_consolidation,TX,18.35,0.0,Mar-2001,3225.35,INDIVIDUAL,,,24500.0
798,25256276,3625.0,122.76,< 1 year,RENT,31107.0,Not Verified,Current,credit_card,NY,20.72,0.0,Jul-2006,519.09,INDIVIDUAL,,,7300.0
799,42652233,29975.0,1106.67,9 years,RENT,75000.0,Source Verified,Current,other,CA,19.36,0.0,Nov-1998,4402.54,INDIVIDUAL,,,35900.0
800,972584,1500.0,46.06,5 years,MORTGAGE,96000.0,Not Verified,Fully Paid,other,NJ,4.88,0.0,Mar-2004,157.04,INDIVIDUAL,,,
801,850652,4200.0,137.49,10+ years,MORTGAGE,32400.0,Not Verified,Charged Off,other,OH,16.85,0.0,Dec-2001,404.34,INDIVIDUAL,,,
802,54117580,28000.0,903.35,7 years,MORTGAGE,120000.0,Verified,Current,debt_consolidation,AZ,18.52,1.0,Jul-1995,1282.89,INDIVIDUAL,,,24600.0
803,594744,4500.0,90.99,10+ years,OWN,137000.0,Verified,Fully Paid,major_purchase,VA,2.68,0.0,Aug-1988,159.01,INDIVIDUAL,,,
804,1826263,10000.0,343.39,10+ years,RENT,52000.0,Not Verified,Charged Off,debt_consolidation,RI,27.42,0.0,Feb-1995,1568.59,INDIVIDUAL,,,
805,30796128,8000.0,273.35,7 years,RENT,38871.0,Source Verified,Current,debt_consolidation,NJ,31.25,0.0,Nov-1999,1159.9,INDIVIDUAL,,,30100.0
806,44389816,22000.0,561.66,< 1 year,MORTGAGE,83000.0,Not Verified,Current,small_business,TX,17.15,0.0,Aug-2004,2860.1,INDIVIDUAL,,,22400.0
807,1245903,6450.0,201.0,1 year,RENT,15000.0,Source Verified,Charged Off,debt_consolidation,CO,20.32,1.0,Apr-2005,575.26,INDIVIDUAL,,,
808,65129219,5000.0,170.09,10+ years,OWN,60000.0,Not Verified,Current,small_business,NC,9.42,0.0,Sep-1994,53.16,INDIVIDUAL,,,71200.0
809,1453174,4500.0,156.68,8 years,MORTGAGE,37000.0,Not Verified,Fully Paid,home_improvement,TX,3.31,0.0,Jul-1994,1140.02,INDIVIDUAL,,,
810,48634478,6000.0,206.97,7 years,,28000.0,Source Verified,Current,medical,GA,26.58,0.0,Jun-2003,529.39,INDIVIDUAL,,,4000.0
811,12084872,8400.0,282.99,2 years,RENT,70000.0,Source Verified,Current,credit_card,TX,15.57,0.0,Aug-2003,1483.69,INDIVIDUAL,,,11600.0
812,35084183,15500.0,517.72,10+ years,RENT,85000.0,Source Verified,Current,debt_consolidation,AK,25.88,0.0,Jul-1998,1883.36,INDIVIDUAL,,,20100.0
813,5085851,18125.0,495.36,4 years,RENT,45000.0,Verified,Current,debt_consolidation,KY,26.24,0.0,Oct-1998,7377.89,INDIVIDUAL,,,35300.0
814,10140464,16000.0,546.69,9 years,OWN,48000.0,Source Verified,Current,debt_consolidation,NY,26.28,0.0,Mar-1996,3209.6,INDIVIDUAL,,,20300.0
